wkt_geom;fid;piirustusnumero;decision_id;diaari
MultiPolygon (((25497557.00691615045070648 6673742.74424384813755751, 25497556.51748131215572357 6673739.65407390426844358, 25497555.0970860943198204 6673736.86639132536947727, 25497552.88476867228746414 6673734.65407390426844358, 25497550.0970860943198204 6673733.23367868550121784, 25497547.00691615045070648 6673732.74424384813755751, 25497543.91674620658159256 6673733.23367868550121784, 25497541.12906362861394882 6673734.65407390426844358, 25497538.91674620658159256 6673736.86639132536947727, 25497537.49635098874568939 6673739.65407390426844358, 25497537.00691615045070648 6673742.74424384813755751, 25497537.49635098874568939 6673745.83441379200667143, 25497538.91674620658159256 6673748.62209637090563774, 25497541.12906362861394882 6673750.83441379200667143, 25497543.91674620658159256 6673752.25480901077389717, 25497547.00691615045070648 6673752.74424384813755751, 25497550.0970860943198204 6673752.25480901077389717, 25497552.88476867228746414 6673750.83441379200667143, 25497555.0970860943198204 6673748.62209637090563774, 25497556.51748131215572357 6673745.83441379200667143, 25497557.00691615045070648 6673742.74424384813755751)));110;0;2015-33;HEL 2015-013468
MultiPolygon (((25495928.59512731060385704 6674715.59296760335564613, 25495928.10569247230887413 6674712.50279765948653221, 25495926.68529725447297096 6674709.7151150805875659, 25495924.4729798324406147 6674707.50279765948653221, 25495921.68529725447297096 6674706.08240244071930647, 25495918.59512731060385704 6674705.59296760335564613, 25495915.50495736673474312 6674706.08240244071930647, 25495912.71727478876709938 6674707.50279765948653221, 25495910.50495736673474312 6674709.7151150805875659, 25495909.08456214889883995 6674712.50279765948653221, 25495908.59512731060385704 6674715.59296760335564613, 25495909.08456214889883995 6674718.68313754722476006, 25495910.50495736673474312 6674721.47082012612372637, 25495912.71727478876709938 6674723.68313754722476006, 25495915.50495736673474312 6674725.1035327659919858, 25495918.59512731060385704 6674725.59296760335564613, 25495921.68529725447297096 6674725.1035327659919858, 25495924.4729798324406147 6674723.68313754722476006, 25495926.68529725447297096 6674721.47082012612372637, 25495928.10569247230887413 6674718.68313754722476006, 25495928.59512731060385704 6674715.59296760335564613)));111;0;2014-3;HEL 2014-000183
MultiPolygon (((25497562.05681800842285156 6675664.64444173406809568, 25497561.56738317012786865 6675661.55427179019898176, 25497560.14698795229196548 6675658.76658921130001545, 25497557.93467053025960922 6675656.55427179019898176, 25497555.14698795229196548 6675655.13387657143175602, 25497552.05681800842285156 6675654.64444173406809568, 25497548.96664806455373764 6675655.13387657143175602, 25497546.1789654865860939 6675656.55427179019898176, 25497543.96664806455373764 6675658.76658921130001545, 25497542.54625284671783447 6675661.55427179019898176, 25497542.05681800842285156 6675664.64444173406809568, 25497542.54625284671783447 6675667.73461167793720961, 25497543.96664806455373764 6675670.52229425683617592, 25497546.1789654865860939 6675672.73461167793720961, 25497548.96664806455373764 6675674.15500689670443535, 25497552.05681800842285156 6675674.64444173406809568, 25497555.14698795229196548 6675674.15500689670443535, 25497557.93467053025960922 6675672.73461167793720961, 25497560.14698795229196548 6675670.52229425683617592, 25497561.56738317012786865 6675667.73461167793720961, 25497562.05681800842285156 6675664.64444173406809568)));112;0;2017-9;HEL 2017-000046
MultiPolygon (((25493255.38176579773426056 6670722.73795486893504858, 25493254.89233095943927765 6670719.64778492506593466, 25493253.47193574160337448 6670716.86010234616696835, 25493251.25961831957101822 6670714.64778492506593466, 25493248.47193574160337448 6670713.22738970629870892, 25493245.38176579773426056 6670712.73795486893504858, 25493242.29159585386514664 6670713.22738970629870892, 25493239.5039132758975029 6670714.64778492506593466, 25493237.29159585386514664 6670716.86010234616696835, 25493235.87120063602924347 6670719.64778492506593466, 25493235.38176579773426056 6670722.73795486893504858, 25493235.87120063602924347 6670725.8281248128041625, 25493237.29159585386514664 6670728.61580739170312881, 25493239.5039132758975029 6670730.8281248128041625, 25493242.29159585386514664 6670732.24852003157138824, 25493245.38176579773426056 6670732.73795486893504858, 25493248.47193574160337448 6670732.24852003157138824, 25493251.25961831957101822 6670730.8281248128041625, 25493253.47193574160337448 6670728.61580739170312881, 25493254.89233095943927765 6670725.8281248128041625, 25493255.38176579773426056 6670722.73795486893504858)));113;0;2015-42;HEL 2015-013694
MultiPolygon (((25493394.66663825884461403 6675774.42204492632299662, 25493394.17720342054963112 6675771.33187498245388269, 25493392.75680820271372795 6675768.54419240355491638, 25493390.54449078068137169 6675766.33187498245388269, 25493387.75680820271372795 6675764.91147976368665695, 25493384.66663825884461403 6675764.42204492632299662, 25493381.57646831497550011 6675764.91147976368665695, 25493378.78878573700785637 6675766.33187498245388269, 25493376.57646831497550011 6675768.54419240355491638, 25493375.15607309713959694 6675771.33187498245388269, 25493374.66663825884461403 6675774.42204492632299662, 25493375.15607309713959694 6675777.51221487019211054, 25493376.57646831497550011 6675780.29989744909107685, 25493378.78878573700785637 6675782.51221487019211054, 25493381.57646831497550011 6675783.93261008895933628, 25493384.66663825884461403 6675784.42204492632299662, 25493387.75680820271372795 6675783.93261008895933628, 25493390.54449078068137169 6675782.51221487019211054, 25493392.75680820271372795 6675780.29989744909107685, 25493394.17720342054963112 6675777.51221487019211054, 25493394.66663825884461403 6675774.42204492632299662)));114;0;2016-77;HEL 2016-006410
MultiPolygon (((25497888.9337901845574379 6673484.09518862143158913, 25497889.52596290037035942 6673496.38277249503880739, 25497906.40288532897830009 6673492.68169301562011242, 25498156.44781500101089478 6673439.38614850118756294, 25498160.74106719717383385 6673438.34984624665230513, 25498167.84713980183005333 6673441.01462347246706486, 25498172.73256471380591393 6673439.09006214234977961, 25498177.61798962950706482 6673431.68790318258106709, 25498176.72973055392503738 6673429.31921231560409069, 25498173.76886696740984917 6673424.72987375967204571, 25498169.17952841147780418 6673422.21313971374183893, 25498163.84997396171092987 6673422.21313971374183893, 25498160.14889448136091232 6673423.10139878839254379, 25497945.04215510189533234 6673469.14282752200961113, 25497945.19019827991724014 6673471.06738885119557381, 25497888.9337901845574379 6673484.09518862143158913)));115;6658;2016-134;HEL 2016-011461
MultiPolygon (((25495208.43952731415629387 6675255.86644529644399881, 25495207.95009247586131096 6675252.77627535257488489, 25495206.52969725802540779 6675249.98859277367591858, 25495204.31737983599305153 6675247.77627535257488489, 25495201.52969725802540779 6675246.35588013380765915, 25495198.43952731415629387 6675245.86644529644399881, 25495195.34935737028717995 6675246.35588013380765915, 25495192.56167479231953621 6675247.77627535257488489, 25495190.34935737028717995 6675249.98859277367591858, 25495188.92896215245127678 6675252.77627535257488489, 25495188.43952731415629387 6675255.86644529644399881, 25495188.92896215245127678 6675258.95661524031311274, 25495190.34935737028717995 6675261.74429781921207905, 25495192.56167479231953621 6675263.95661524031311274, 25495195.34935737028717995 6675265.37701045908033848, 25495198.43952731415629387 6675265.86644529644399881, 25495201.52969725802540779 6675265.37701045908033848, 25495204.31737983599305153 6675263.95661524031311274, 25495206.52969725802540779 6675261.74429781921207905, 25495207.95009247586131096 6675258.95661524031311274, 25495208.43952731415629387 6675255.86644529644399881)));116;0;2018-80;HEL 2018-010543
MultiPolygon (((25496728.32793727144598961 6672397.45701305568218231, 25496727.8385024331510067 6672394.36684311181306839, 25496726.41810721531510353 6672391.57916053291410208, 25496724.20578979328274727 6672389.36684311181306839, 25496721.41810721531510353 6672387.94644789304584265, 25496718.32793727144598961 6672387.45701305568218231, 25496715.23776732757687569 6672387.94644789304584265, 25496712.45008474960923195 6672389.36684311181306839, 25496710.23776732757687569 6672391.57916053291410208, 25496708.81737210974097252 6672394.36684311181306839, 25496708.32793727144598961 6672397.45701305568218231, 25496708.81737210974097252 6672400.54718299955129623, 25496710.23776732757687569 6672403.33486557845026255, 25496712.45008474960923195 6672405.54718299955129623, 25496715.23776732757687569 6672406.96757821831852198, 25496718.32793727144598961 6672407.45701305568218231, 25496721.41810721531510353 6672406.96757821831852198, 25496724.20578979328274727 6672405.54718299955129623, 25496726.41810721531510353 6672403.33486557845026255, 25496727.8385024331510067 6672400.54718299955129623, 25496728.32793727144598961 6672397.45701305568218231)));117;0;2016-62;HEL 2016-005574
MultiPolygon (((25492915.75111722573637962 6676160.52499213255941868, 25492915.26168238744139671 6676157.43482218869030476, 25492913.84128716960549355 6676154.64713960979133844, 25492911.62896974757313728 6676152.43482218869030476, 25492908.84128716960549355 6676151.01442696992307901, 25492905.75111722573637962 6676150.52499213255941868, 25492902.6609472818672657 6676151.01442696992307901, 25492899.87326470389962196 6676152.43482218869030476, 25492897.6609472818672657 6676154.64713960979133844, 25492896.24055206403136253 6676157.43482218869030476, 25492895.75111722573637962 6676160.52499213255941868, 25492896.24055206403136253 6676163.6151620764285326, 25492897.6609472818672657 6676166.40284465532749891, 25492899.87326470389962196 6676168.6151620764285326, 25492902.6609472818672657 6676170.03555729519575834, 25492905.75111722573637962 6676170.52499213255941868, 25492908.84128716960549355 6676170.03555729519575834, 25492911.62896974757313728 6676168.6151620764285326, 25492913.84128716960549355 6676166.40284465532749891, 25492915.26168238744139671 6676163.6151620764285326, 25492915.75111722573637962 6676160.52499213255941868)));118;0;2016-10;HEL 2016-001470
MultiPolygon (((25497613.67803611606359482 6673942.13284915592521429, 25497613.18860127776861191 6673939.04267921205610037, 25497611.76820605993270874 6673936.25499663315713406, 25497609.55588863790035248 6673934.04267921205610037, 25497606.76820605993270874 6673932.62228399328887463, 25497603.67803611606359482 6673932.13284915592521429, 25497600.5878661721944809 6673932.62228399328887463, 25497597.80018359422683716 6673934.04267921205610037, 25497595.5878661721944809 6673936.25499663315713406, 25497594.16747095435857773 6673939.04267921205610037, 25497593.67803611606359482 6673942.13284915592521429, 25497594.16747095435857773 6673945.22301909979432821, 25497595.5878661721944809 6673948.01070167869329453, 25497597.80018359422683716 6673950.22301909979432821, 25497600.5878661721944809 6673951.64341431856155396, 25497603.67803611606359482 6673952.13284915592521429, 25497606.76820605993270874 6673951.64341431856155396, 25497609.55588863790035248 6673950.22301909979432821, 25497611.76820605993270874 6673948.01070167869329453, 25497613.18860127776861191 6673945.22301909979432821, 25497613.67803611606359482 6673942.13284915592521429)));119;0;2017-8;HEL 2017-000090
MultiPolygon (((25497946.24542368948459625 6675937.30613157153129578, 25497945.75598885118961334 6675934.21596162766218185, 25497944.33559363335371017 6675931.42827904876321554, 25497942.12327621132135391 6675929.21596162766218185, 25497939.33559363335371017 6675927.79556640889495611, 25497936.24542368948459625 6675927.30613157153129578, 25497933.15525374561548233 6675927.79556640889495611, 25497930.36757116764783859 6675929.21596162766218185, 25497928.15525374561548233 6675931.42827904876321554, 25497926.73485852777957916 6675934.21596162766218185, 25497926.24542368948459625 6675937.30613157153129578, 25497926.73485852777957916 6675940.3963015154004097, 25497928.15525374561548233 6675943.18398409429937601, 25497930.36757116764783859 6675945.3963015154004097, 25497933.15525374561548233 6675946.81669673416763544, 25497936.24542368948459625 6675947.30613157153129578, 25497939.33559363335371017 6675946.81669673416763544, 25497942.12327621132135391 6675945.3963015154004097, 25497944.33559363335371017 6675943.18398409429937601, 25497945.75598885118961334 6675940.3963015154004097, 25497946.24542368948459625 6675937.30613157153129578)));120;0;2014-180;HEL 2014-013225
MultiPolygon (((25494239.82499999925494194 6677503.6416666666045785, 25494203.57708333060145378 6677448.34375, 25494230.56458332762122154 6677429.55833333358168602, 25494267.87083332613110542 6677485.12083333358168602, 25494239.82499999925494194 6677503.6416666666045785)));121;0;2024-159;HEL 2024-015083
MultiPolygon (((25495844.1562500074505806 6673690.47500000149011612, 25495846.8020833395421505 6673678.83333333488553762, 25495878.81666667386889458 6673685.7125000013038516, 25495876.43541667237877846 6673697.3541666679084301, 25495844.1562500074505806 6673690.47500000149011612)));122;0;2024-96;HEL 2024-009649
MultiPolygon (((25497753.14966039732098579 6673052.67439980711787939, 25497755.67288222536444664 6673059.28283793013542891, 25497770.52384497970342636 6673120.46495959162712097, 25497775.85865684598684311 6673118.83087307401001453, 25497759.96235932782292366 6673050.90814453084021807, 25497753.14966039732098579 6673052.67439980711787939)));123;7384;2023-14;HEL 2023-001277
MultiPolygon (((25496695.09882040694355965 6672119.07049697544425726, 25496694.9302024319767952 6672117.56605826318264008, 25496702.45661169663071632 6672107.15593633521348238, 25496704.03022094815969467 6672107.06081031914800406, 25496768.53684957325458527 6672150.67482079099863768, 25496760.45493905991315842 6672162.92443153914064169, 25496695.09882040694355965 6672119.07049697544425726)));124;7560;2024-9;HEL 2024-001476
